pattern_id,predicate,sup,card_class,acc_exact_match%,acc_edit_sim%,acc_jaccard_sim%,acc_rouge_l%,acc_bleu%,acc_bert_cosine%,n_q
P1,author,19810,few,0.5942275042444821,0.8488964346349746,6.918505942275043,4.796264855687606,2.4193548387096775,5.814940577249575,2356
P1,author,19810,many,0.0,0.0,0.0,0.0,0.0,0.0,14
P1,author,19810,single,20.017182130584192,21.778350515463917,27.963917525773198,26.718213058419245,16.06529209621993,24.140893470790378,2328
P2,illustrator,369,few,0.0,0.0,4.918032786885246,1.639344262295082,0.0,4.918032786885246,61
P2,illustrator,369,many,0.0,0.0,0.0,0.0,0.0,0.0,4
P2,illustrator,369,single,16.666666666666664,17.857142857142858,20.238095238095237,20.238095238095237,11.904761904761903,19.047619047619047,84
P3,coverArtist,294,few,0.0,0.0,2.4390243902439024,2.4390243902439024,0.0,0.0,41
P3,coverArtist,294,many,0.0,0.0,0.0,0.0,0.0,0.0,5
P3,coverArtist,294,single,9.803921568627452,11.76470588235294,13.725490196078432,13.725490196078432,5.88235294117647,13.725490196078432,51
P4,translator,184,few,0.0,0.0,0.0,0.0,0.0,0.0,26
P4,translator,184,many,0.0,0.0,0.0,0.0,0.0,0.0,2
P4,translator,184,single,0.0,1.639344262295082,1.639344262295082,3.278688524590164,0.0,3.278688524590164,61
P8,publisher,41,few,0.0,0.0,0.0,0.0,0.0,0.0,9
P8,publisher,41,many,0.0,0.0,0.0,0.0,0.0,0.0,1
P8,publisher,41,single,15.384615384615385,15.384615384615385,23.076923076923077,30.76923076923077,7.6923076923076925,30.76923076923077,13
