pattern_id,predicate,sup,card_class,acc_exact_match%,acc_edit_sim%,acc_jaccard_sim%,acc_rouge_l%,acc_bleu%,acc_bert_cosine%,n_q
P1,author,19810,few,0.7843137254901961,1.3725490196078431,4.705882352941177,2.156862745098039,0.7843137254901961,4.509803921568627,510
P1,author,19810,many,0.0,0.0,0.0,0.0,0.0,0.0,3
P1,author,19810,single,11.325,12.175,12.15,12.55,1.7999999999999998,12.65,4000
P2,illustrator,369,few,0.0,0.0,0.0,0.0,0.0,0.0,1
P2,illustrator,369,single,9.536784741144414,9.536784741144414,9.809264305177113,9.536784741144414,2.17983651226158,9.536784741144414,367
P3,coverArtist,294,single,2.7210884353741496,3.061224489795918,2.7210884353741496,3.061224489795918,0.3401360544217687,3.061224489795918,294
P4,translator,184,few,0.0,0.0,0.0,0.0,0.0,0.0,7
P4,translator,184,many,0.0,0.0,0.0,0.0,0.0,0.0,1
P4,translator,184,single,1.7964071856287425,2.3952095808383236,2.3952095808383236,2.3952095808383236,0.0,2.3952095808383236,167
P8,publisher,41,single,4.878048780487805,4.878048780487805,4.878048780487805,4.878048780487805,0.0,4.878048780487805,41
