pattern_id,predicate,sup,card_class,acc_exact_match%,acc_edit_sim%,acc_jaccard_sim%,acc_rouge_l%,acc_bleu%,acc_bert_cosine%,n_q
P1,author,19810,few,1.568627450980392,2.156862745098039,4.117647058823529,3.725490196078431,1.96078431372549,5.88235294117647,510
P1,author,19810,many,0.0,0.0,0.0,0.0,0.0,0.0,3
P1,author,19810,single,13.125,14.625,13.825,14.925,2.175,14.8,4000
P2,illustrator,369,few,0.0,0.0,0.0,0.0,0.0,0.0,1
P2,illustrator,369,single,8.174386920980927,8.71934604904632,8.174386920980927,8.446866485013624,1.9073569482288828,8.446866485013624,367
P3,coverArtist,294,single,1.7006802721088436,2.0408163265306123,1.7006802721088436,2.0408163265306123,0.3401360544217687,2.0408163265306123,294
P4,translator,184,few,0.0,0.0,0.0,0.0,0.0,0.0,7
P4,translator,184,many,0.0,0.0,0.0,0.0,0.0,0.0,1
P4,translator,184,single,1.7964071856287425,2.3952095808383236,2.9940119760479043,2.3952095808383236,0.0,2.3952095808383236,167
P8,publisher,41,single,2.4390243902439024,2.4390243902439024,2.4390243902439024,2.4390243902439024,0.0,2.4390243902439024,41
