metric,group,elasticity
exact_match,single,1.5779920566227867
exact_match,few,0.0581919665998942
exact_match,many,-0.0
exact_match,few+many,0.0289281069879173
edit_sim,single,1.5616546304172785
edit_sim,few,0.1627440385758036
edit_sim,many,-0.0
edit_sim,few+many,0.0792160018379844
jaccard_sim,single,1.7903069676736263
jaccard_sim,few,0.3413036673234923
jaccard_sim,many,1.3921075624112642
jaccard_sim,few+many,0.8909348442288341
rouge_l,single,1.7103597878989265
rouge_l,few,0.241633126385669
rouge_l,many,-0.0
rouge_l,few+many,0.117307024566459
bleu,single,0.0509589350744404
bleu,few,0.0614416064743979
bleu,many,-0.0
bleu,few+many,0.0303152180065496
bert_cosine,single,1.6886935851489664
bert_cosine,few,0.318653335553052
bert_cosine,many,1.3921075624112642
bert_cosine,few+many,0.882590826842118
