pattern_id,predicate,sup,card_class,acc_exact_match%,acc_edit_sim%,acc_jaccard_sim%,acc_rouge_l%,acc_bleu%,acc_bert_cosine%,n_q
P1,author,19810,few,3.5294117647058822,3.725490196078431,9.019607843137257,7.84313725490196,4.117647058823529,19.019607843137255,510
P1,author,19810,many,0.0,0.0,0.0,0.0,0.0,0.0,3
P1,author,19810,single,29.875,32.25,33.125,33.7,5.2749999999999995,33.225,4000
P2,illustrator,369,few,0.0,0.0,0.0,0.0,0.0,0.0,1
P2,illustrator,369,single,19.07356948228883,19.89100817438692,19.346049046321525,19.618528610354225,2.7247956403269753,19.618528610354225,367
P3,coverArtist,294,single,7.482993197278912,8.16326530612245,7.482993197278912,8.16326530612245,0.3401360544217687,8.16326530612245,294
P4,translator,184,few,0.0,0.0,0.0,0.0,0.0,0.0,7
P4,translator,184,many,0.0,0.0,0.0,0.0,0.0,0.0,1
P4,translator,184,single,3.592814371257485,3.592814371257485,5.9880239520958085,4.790419161676647,0.5988023952095809,3.592814371257485,167
P8,publisher,41,single,4.878048780487805,4.878048780487805,4.878048780487805,4.878048780487805,0.0,4.878048780487805,41
