pattern_id,predicate,sup,card_class,acc_exact_match%,acc_edit_sim%,acc_jaccard_sim%,acc_rouge_l%,acc_bleu%,acc_bert_cosine%,n_q
P1,author,19810,few,0.196078431372549,0.5882352941176471,2.941176470588235,3.5294117647058822,0.5882352941176471,4.313725490196078,510
P1,author,19810,many,0.0,0.0,0.0,0.0,0.0,0.0,3
P1,author,19810,single,15.125,18.025,18.15,18.975,2.625,19.55,4000
P2,illustrator,369,few,0.0,0.0,0.0,0.0,0.0,0.0,1
P2,illustrator,369,single,11.444141689373296,13.079019073569482,12.534059945504088,13.079019073569482,2.17983651226158,13.35149863760218,367
P3,coverArtist,294,single,6.802721088435375,7.482993197278912,6.802721088435375,7.482993197278912,0.6802721088435374,7.482993197278912,294
P4,translator,184,few,0.0,0.0,0.0,0.0,0.0,0.0,7
P4,translator,184,many,0.0,0.0,0.0,0.0,0.0,0.0,1
P4,translator,184,single,1.7964071856287425,1.7964071856287425,1.7964071856287425,1.7964071856287425,0.0,1.7964071856287425,167
P8,publisher,41,single,4.878048780487805,7.317073170731707,7.317073170731707,7.317073170731707,0.0,7.317073170731707,41
