pattern_id,predicate,sup,card_class,pr_quartile,acc_exact_match%,acc_edit_sim%,acc_jaccard_sim%,acc_rouge_l%,acc_bleu%,acc_bert_cosine%,n_q
P1,starring,60547,few,Q4,0.0,0.0,0.2,0.3,0.2,0.0,1000
P1,starring,60547,few,Q3,0.0,0.0,0.2,0.2,0.1,0.4,1000
P1,starring,60547,few,Q2,0.0,0.0,0.5,0.3,0.2,0.4,1000
P1,starring,60547,few,Q1,0.0,0.0,0.4,0.3,0.2,0.6,1000
P1,starring,60547,many,Q4,0.0,0.0,0.0,0.0,0.0,0.0,3
P1,starring,60547,many,Q3,0.0,0.0,0.0,0.0,0.0,0.0,3
P1,starring,60547,many,Q2,0.0,0.0,0.0,0.0,0.0,0.0,3
P1,starring,60547,many,Q1,0.0,0.0,0.0,0.0,0.0,0.0,2
P1,starring,60547,single,Q4,0.2,0.4,0.3,0.5,0.0,0.4,1000
P1,starring,60547,single,Q3,1.5,2.0,2.3,2.4,1.1,2.3,1000
P1,starring,60547,single,Q2,1.7000000000000002,1.9,2.6,2.4,0.8999999999999999,2.6,1000
P1,starring,60547,single,Q1,3.0,3.3000000000000003,4.9,4.6,1.5,4.8,1000
P10,narrator,1897,few,Q4,0.0,0.0,0.0,0.0,0.0,0.0,64
P10,narrator,1897,few,Q3,0.0,0.0,0.0,1.5625,0.0,0.0,64
P10,narrator,1897,few,Q2,0.0,0.0,1.5625,1.5625,0.0,0.0,64
P10,narrator,1897,few,Q1,0.0,0.0,0.0,0.0,0.0,0.0,62
P10,narrator,1897,many,Q4,0.0,0.0,0.0,0.0,0.0,0.0,2
P10,narrator,1897,many,Q3,0.0,0.0,0.0,0.0,0.0,0.0,2
P10,narrator,1897,many,Q2,0.0,0.0,0.0,0.0,0.0,0.0,2
P10,narrator,1897,many,Q1,0.0,0.0,0.0,0.0,0.0,0.0,2
P10,narrator,1897,single,Q4,0.4464285714285714,0.4464285714285714,0.4464285714285714,0.4464285714285714,0.4464285714285714,0.4464285714285714,224
P10,narrator,1897,single,Q3,0.4464285714285714,0.8928571428571428,1.7857142857142856,1.7857142857142856,0.8928571428571428,1.7857142857142856,224
P10,narrator,1897,single,Q2,0.8928571428571428,0.8928571428571428,0.8928571428571428,1.3392857142857142,0.4464285714285714,1.3392857142857142,224
P10,narrator,1897,single,Q1,0.904977375565611,2.262443438914027,0.904977375565611,2.262443438914027,0.4524886877828055,1.809954751131222,221
P11,showJudge,886,few,Q4,0.0,0.0,3.7037037037037033,7.4074074074074066,0.0,3.7037037037037033,27
P11,showJudge,886,few,Q3,0.0,0.0,3.7037037037037033,3.7037037037037033,3.7037037037037033,7.4074074074074066,27
P11,showJudge,886,few,Q2,0.0,0.0,3.7037037037037033,3.7037037037037033,0.0,3.7037037037037033,27
P11,showJudge,886,few,Q1,0.0,0.0,0.0,4.0,0.0,4.0,25
P11,showJudge,886,many,Q4,0.0,0.0,0.0,0.0,0.0,0.0,1
P11,showJudge,886,many,Q3,0.0,0.0,0.0,0.0,0.0,0.0,1
P11,showJudge,886,many,Q2,0.0,0.0,0.0,0.0,0.0,0.0,1
P11,showJudge,886,many,Q1,0.0,0.0,0.0,0.0,0.0,0.0,1
P11,showJudge,886,single,Q4,0.6802721088435374,0.6802721088435374,1.3605442176870748,0.6802721088435374,0.6802721088435374,0.6802721088435374,147
P11,showJudge,886,single,Q3,2.0408163265306123,4.081632653061225,2.7210884353741496,6.802721088435375,2.0408163265306123,4.761904761904762,147
P11,showJudge,886,single,Q2,4.761904761904762,6.122448979591836,6.802721088435375,8.16326530612245,4.081632653061225,6.122448979591836,147
P11,showJudge,886,single,Q1,2.0408163265306123,2.7210884353741496,5.442176870748299,4.081632653061225,1.3605442176870748,5.442176870748299,147
P11,storyEditor,27,many,Q4,0.0,0.0,0.0,0.0,0.0,0.0,28
P11,storyEditor,27,many,Q3,0.0,0.0,0.0,0.0,0.0,0.0,28
P11,storyEditor,27,many,Q2,0.0,0.0,0.0,0.0,0.0,0.0,28
P11,storyEditor,27,many,Q1,0.0,0.0,0.0,0.0,0.0,0.0,26
P11,storyEditor,27,single,Q4,0.0,0.0,0.0,0.0,0.0,0.0,147
P11,storyEditor,27,single,Q3,0.6802721088435374,0.6802721088435374,0.6802721088435374,0.6802721088435374,0.6802721088435374,0.6802721088435374,147
P11,storyEditor,27,single,Q2,0.0,0.6802721088435374,1.3605442176870748,1.3605442176870748,0.0,1.3605442176870748,147
P11,storyEditor,27,single,Q1,0.6802721088435374,0.6802721088435374,0.6802721088435374,0.6802721088435374,0.6802721088435374,0.6802721088435374,147
P12,creativeDirector,192,few,Q4,0.0,0.0,0.0,0.0,0.0,0.0,4
P12,creativeDirector,192,few,Q3,0.0,0.0,0.0,0.0,0.0,0.0,4
P12,creativeDirector,192,few,Q2,0.0,0.0,0.0,0.0,0.0,0.0,4
P12,creativeDirector,192,few,Q1,0.0,0.0,0.0,0.0,0.0,0.0,4
P12,creativeDirector,192,many,Q4,0.0,0.0,0.0,0.0,0.0,0.0,1
P12,creativeDirector,192,single,Q4,0.0,0.0,7.6923076923076925,7.6923076923076925,0.0,7.6923076923076925,13
P12,creativeDirector,192,single,Q3,0.0,0.0,0.0,0.0,0.0,0.0,13
P12,creativeDirector,192,single,Q2,15.384615384615383,15.384615384615383,7.6923076923076925,15.384615384615383,0.0,15.384615384615383,13
P12,creativeDirector,192,single,Q1,0.0,0.0,0.0,0.0,0.0,0.0,13
P2,director,8321,few,Q4,0.0,0.0,0.0,0.0,0.0,0.0,355
P2,director,8321,few,Q3,0.0,0.0,0.0,0.0,0.0,0.2816901408450704,355
P2,director,8321,few,Q2,0.0,0.0,0.0,0.0,0.0,0.0,355
P2,director,8321,few,Q1,0.0,0.0,0.0,0.0,0.0,0.0,354
P2,director,8321,many,Q4,0.0,0.0,0.0,0.0,0.0,0.0,2
P2,director,8321,many,Q3,0.0,0.0,0.0,0.0,0.0,0.0,2
P2,director,8321,many,Q2,0.0,0.0,0.0,0.0,0.0,0.0,1
P2,director,8321,single,Q4,0.2463054187192118,0.4926108374384236,0.7389162561576355,0.7389162561576355,0.2463054187192118,0.7389162561576355,406
P2,director,8321,single,Q3,0.2463054187192118,0.2463054187192118,0.4926108374384236,0.2463054187192118,0.0,0.2463054187192118,406
P2,director,8321,single,Q2,0.4926108374384236,0.4926108374384236,0.4926108374384236,0.4926108374384236,0.2463054187192118,0.4926108374384236,406
P2,director,8321,single,Q1,0.9876543209876544,0.9876543209876544,1.4814814814814816,1.728395061728395,0.2469135802469135,1.4814814814814816,405
P3,executiveProducer,7193,few,Q4,0.0,0.0,0.0,0.0,0.0,0.0,302
P3,executiveProducer,7193,few,Q3,0.0,0.0,0.0,0.3311258278145695,0.0,0.0,302
P3,executiveProducer,7193,few,Q2,0.0,0.0,0.6622516556291391,0.6622516556291391,0.3311258278145695,0.6622516556291391,302
P3,executiveProducer,7193,few,Q1,0.0,0.0,0.0,0.0,0.0,1.32890365448505,301
P3,executiveProducer,7193,many,Q4,0.0,0.0,0.0,0.0,0.0,0.0,1
P3,executiveProducer,7193,many,Q3,0.0,0.0,0.0,0.0,0.0,0.0,1
P3,executiveProducer,7193,many,Q2,0.0,0.0,0.0,0.0,0.0,0.0,1
P3,executiveProducer,7193,single,Q4,0.2475247524752475,0.495049504950495,0.2475247524752475,0.495049504950495,0.0,0.7425742574257426,404
P3,executiveProducer,7193,single,Q3,1.98019801980198,2.4752475247524752,2.722772277227723,2.9702970297029703,1.4851485148514851,3.217821782178218,404
P3,executiveProducer,7193,single,Q2,1.7326732673267329,1.7326732673267329,2.2277227722772275,1.98019801980198,0.495049504950495,2.722772277227723,404
P3,executiveProducer,7193,single,Q1,3.4653465346534658,3.4653465346534658,4.9504950495049505,4.9504950495049505,1.2376237623762376,5.693069306930694,404
P4,presenter,6955,few,Q4,0.0,0.0,0.0,0.641025641025641,0.0,0.0,312
P4,presenter,6955,few,Q3,0.0,0.0,0.641025641025641,0.3205128205128205,0.0,0.641025641025641,312
P4,presenter,6955,few,Q2,0.0,0.0,0.641025641025641,0.3205128205128205,0.0,0.0,312
P4,presenter,6955,few,Q1,0.0,0.0,0.3225806451612903,0.6451612903225806,0.0,0.6451612903225806,310
P4,presenter,6955,many,Q4,0.0,0.0,0.0,0.0,0.0,0.0,3
P4,presenter,6955,many,Q3,0.0,0.0,0.0,0.0,0.0,0.0,3
P4,presenter,6955,many,Q2,0.0,0.0,0.0,0.0,0.0,0.0,3
P4,presenter,6955,single,Q4,0.8633093525179856,1.1510791366906474,1.5827338129496402,1.2949640287769784,0.7194244604316548,1.870503597122302,695
P4,presenter,6955,single,Q3,1.7266187050359711,2.446043165467626,2.877697841726619,3.0215827338129495,1.2949640287769784,2.877697841726619,695
P4,presenter,6955,single,Q2,2.446043165467626,3.0215827338129495,3.0215827338129495,3.3093525179856114,1.1510791366906474,3.597122302158273,695
P4,presenter,6955,single,Q1,3.1654676258992804,3.884892086330935,5.611510791366906,5.179856115107913,2.446043165467626,5.467625899280575,695
P5,creator,6755,few,Q4,0.0,0.0,0.3676470588235294,0.0,0.0,0.0,272
P5,creator,6755,few,Q3,0.0,0.0,2.2058823529411766,1.4705882352941175,0.0,1.8382352941176472,272
P5,creator,6755,few,Q2,0.3676470588235294,0.3676470588235294,1.1029411764705883,0.7352941176470588,0.3676470588235294,2.5735294117647056,272
P5,creator,6755,few,Q1,0.0,0.0,1.1029411764705883,0.7352941176470588,0.0,1.4705882352941175,272
P5,creator,6755,many,Q4,0.0,0.0,0.0,0.0,0.0,0.0,1
P5,creator,6755,many,Q3,0.0,0.0,0.0,0.0,0.0,0.0,1
P5,creator,6755,many,Q2,0.0,0.0,0.0,0.0,0.0,0.0,1
P5,creator,6755,many,Q1,0.0,0.0,0.0,0.0,0.0,0.0,1
P5,creator,6755,single,Q4,1.058201058201058,1.9400352733686064,1.9400352733686064,2.6455026455026456,1.058201058201058,2.2927689594356258,567
P5,creator,6755,single,Q3,2.4691358024691357,2.6455026455026456,3.527336860670194,3.527336860670194,1.4109347442680775,3.527336860670194,567
P5,creator,6755,single,Q2,3.1746031746031744,4.056437389770723,4.938271604938271,4.056437389770723,1.763668430335097,4.5855379188712515,567
P5,creator,6755,single,Q1,3.546099290780142,4.25531914893617,6.382978723404255,5.319148936170213,1.950354609929078,6.205673758865248,564
P6,voice,6364,few,Q4,0.0,0.0,0.0,0.0,0.0,0.0,228
P6,voice,6364,few,Q3,0.0,0.0,0.0,0.0,0.0,0.0,228
P6,voice,6364,few,Q2,0.0,0.0,0.0,0.0,0.0,0.4385964912280701,228
P6,voice,6364,few,Q1,0.0,0.0,0.4385964912280701,0.4385964912280701,0.0,0.4385964912280701,228
P6,voice,6364,many,Q4,0.0,0.0,0.0,0.0,0.0,0.0,1
P6,voice,6364,many,Q3,0.0,0.0,0.0,0.0,0.0,0.0,1
P6,voice,6364,single,Q4,0.5235602094240838,0.5235602094240838,0.7853403141361256,0.7853403141361256,0.7853403141361256,0.7853403141361256,382
P6,voice,6364,single,Q3,0.5235602094240838,0.7853403141361256,0.7853403141361256,0.7853403141361256,0.2617801047120419,0.5235602094240838,382
P6,voice,6364,single,Q2,0.2617801047120419,0.2617801047120419,0.7853403141361256,0.2617801047120419,0.0,0.7853403141361256,382
P6,voice,6364,single,Q1,2.368421052631579,2.631578947368421,2.631578947368421,2.631578947368421,0.7894736842105263,2.8947368421052633,380
P7,producer,4764,few,Q4,0.0,0.0,0.0,0.0,0.0,0.0,191
P7,producer,4764,few,Q3,0.0,0.0,0.0,0.0,0.0,0.5235602094240838,191
P7,producer,4764,few,Q2,0.0,0.0,0.0,0.0,0.0,0.0,191
P7,producer,4764,few,Q1,0.0,0.0,0.5291005291005291,0.0,0.0,0.0,189
P7,producer,4764,many,Q4,0.0,0.0,0.0,0.0,0.0,0.0,2
P7,producer,4764,many,Q3,0.0,0.0,0.0,0.0,0.0,0.0,2
P7,producer,4764,many,Q2,0.0,0.0,0.0,0.0,0.0,0.0,2
P7,producer,4764,single,Q4,0.0,0.234192037470726,0.234192037470726,0.234192037470726,0.0,0.234192037470726,427
P7,producer,4764,single,Q3,0.702576112412178,0.936768149882904,0.702576112412178,1.1709601873536302,0.702576112412178,1.405152224824356,427
P7,producer,4764,single,Q2,1.405152224824356,1.405152224824356,2.107728337236534,1.405152224824356,0.234192037470726,1.639344262295082,427
P7,producer,4764,single,Q1,2.3419203747072603,2.810304449648712,3.0444964871194378,3.0444964871194378,1.1709601873536302,3.747072599531616,427
P8,author,4612,few,Q4,0.0,0.0,0.0,0.0,0.0,0.0,214
P8,author,4612,few,Q3,0.0,0.0,0.0,0.4672897196261681,0.0,0.0,214
P8,author,4612,few,Q2,0.0,0.0,0.0,0.0,0.0,0.0,214
P8,author,4612,few,Q1,0.0,0.0,0.9345794392523364,0.9345794392523364,0.4672897196261681,1.4018691588785046,214
P8,author,4612,many,Q4,0.0,0.0,0.0,0.0,0.0,0.0,3
P8,author,4612,many,Q3,0.0,0.0,0.0,0.0,0.0,0.0,3
P8,author,4612,many,Q2,0.0,0.0,0.0,0.0,0.0,0.0,3
P8,author,4612,single,Q4,0.423728813559322,0.6355932203389831,0.847457627118644,0.6355932203389831,0.423728813559322,0.847457627118644,472
P8,author,4612,single,Q3,0.423728813559322,0.423728813559322,0.423728813559322,0.6355932203389831,0.423728813559322,0.423728813559322,472
P8,author,4612,single,Q2,1.2711864406779665,1.4830508474576272,2.330508474576271,1.9067796610169492,1.059322033898305,2.11864406779661,472
P8,author,4612,single,Q1,1.910828025477707,1.910828025477707,3.821656050955414,2.9723991507431,1.2738853503184715,2.9723991507431,471
P9,composer,2771,few,Q4,0.0,0.0,0.0,0.0,0.0,0.0,105
P9,composer,2771,few,Q3,0.0,0.0,0.0,0.0,0.0,0.9523809523809524,105
P9,composer,2771,few,Q2,0.0,0.0,0.9523809523809524,0.0,0.0,0.0,105
P9,composer,2771,few,Q1,0.0,0.0,0.0,0.9708737864077668,0.0,0.0,103
P9,composer,2771,many,Q4,0.0,0.0,0.0,0.0,0.0,0.0,1
P9,composer,2771,single,Q4,0.0,0.0,0.0,0.0,0.0,0.0,155
P9,composer,2771,single,Q3,0.0,0.0,0.6451612903225806,0.6451612903225806,0.6451612903225806,0.6451612903225806,155
P9,composer,2771,single,Q2,0.0,0.6451612903225806,0.6451612903225806,1.935483870967742,0.0,1.935483870967742,155
P9,composer,2771,single,Q1,2.6143790849673203,2.6143790849673203,2.6143790849673203,3.92156862745098,0.6535947712418301,3.2679738562091507,153
